booking_id,booking_datetime,pickup_location,drop_location,distance_km,estimated_fare,booking_hour,booking_day,booking_day_of_week,passenger_count,vehicle_type,payment_method,driver_rating,customer_rating,driver_experience_years,driver_acceptance_rate,customer_previous_cancellations,customer_total_bookings,driver_previous_cancellations,surge_multiplier,estimated_pickup_time_minutes,weather,traffic_condition,booking_source,is_weekend,cancellation
CAB_00139,2025-09-10 13:56:00,Business District,University,13.33,283.1,13,10,2,3,Premium,Card,4.04,4.29,6.39,75.58,1,40,1,1.21,50.73,Rainy,Low,Website,0,1
CAB_00140,2024-11-21 22:01:00,Old Town,Harbor,6.22,153.08,22,21,3,3,SUV,Cash,4.42,4.47,8.98,95.95,0,26,2,1.78,42.83,Storm,Moderate,Website,0,0
CAB_00141,2024-02-24 21:48:00,University,Harbor,7.23,152.97,21,24,5,1,Premium,Cash,4.72,3.86,0.5,77.78,0,32,1,1.0,35.4,Clear,Moderate,Website,1,1
CAB_00142,2026-08-13 21:41:00,Harbor,Market,6.14,120.0,21,13,3,1,SUV,UPI,4.57,4.37,0.5,86.23,0,40,2,1.0,20.06,Cloudy,Moderate,App,0,0
CAB_00143,2026-06-08 13:38:00,Downtown,Downtown,9.96,266.12,13,8,0,1,Economy,UPI,4.2,4.36,6.86,82.65,2,33,1,1.89,43.04,Snow,Heavy,Partner,0,0
CAB_00144,2024-07-08 22:17:00,Residential,Airport,6.85,192.48,22,8,0,3,Economy,Wallet,4.72,4.38,0.5,52.66,0,39,1,2.09,55.95,Rainy,Heavy,Website,0,1
CAB_00145,2025-10-31 15:58:00,Market,Residential,12.07,225.33,15,31,4,4,Premium,Wallet,5.0,4.23,5.84,63.81,0,35,2,1.28,55.68,Cloudy,Heavy,App,0,1
CAB_00146,2026-01-13 02:55:00,Airport,Downtown,17.23,397.18,2,13,1,1,SUV,Cash,5.0,3.98,6.26,68.85,3,31,2,1.0,36.92,Cloudy,Low,App,0,0
CAB_00147,2025-12-09 13:16:00,Old Town,Residential,7.5,193.39,13,9,1,3,Premium,Card,4.51,4.15,8.35,97.62,4,38,0,1.31,37.49,Clear,Heavy,Partner,0,0
CAB_00148,2024-06-02 19:25:00,Old Town,Residential,11.36,220.19,19,2,6,3,SUV,Wallet,4.57,5.0,4.92,89.72,2,26,4,1.38,49.5,Clear,Heavy,App,1,1
CAB_00149,2025-04-26 22:46:00,Downtown,Business District,1.57,120.0,22,26,5,2,Economy,Cash,5.0,4.31,9.68,88.28,2,31,2,1.0,7.69,Clear,Low,Website,1,0
CAB_00150,2026-09-28 15:08:00,Airport,Old Town,13.15,246.74,15,28,0,1,Economy,Card,4.92,4.27,4.82,89.15,1,32,0,1.8,63.62,Snow,Moderate,Website,0,1
CAB_00151,2026-09-24 07:32:00,Airport,Residential,1.0,120.0,7,24,3,1,Economy,Card,4.58,4.68,1.22,92.68,0,28,1,1.0,5.0,Clear,Low,Call Center,0,0
CAB_00152,2024-02-10 08:55:00,University,Downtown,6.58,130.39,8,10,5,3,SUV,Cash,3.7,5.0,8.6,99.0,2,26,1,1.19,24.8,Clear,Moderate,App,1,1
CAB_00153,2024-02-12 10:44:00,Harbor,Market,9.98,203.81,10,12,0,2,Economy,Cash,4.1,4.93,5.3,99.0,6,36,1,1.0,52.63,Cloudy,Moderate,App,0,0
CAB_00154,2026-07-25 23:36:00,Airport,Market,6.73,182.27,23,25,5,3,SUV,UPI,4.52,5.0,6.32,95.8,0,34,1,2.07,50.39,Rainy,Severe,Website,1,1
CAB_00155,2026-03-26 12:45:00,Business District,Downtown,11.05,194.84,12,26,3,4,SUV,Cash,3.89,5.0,2.15,92.16,2,36,5,1.0,47.43,Cloudy,Low,App,0,1
CAB_00156,2026-06-04 18:06:00,Harbor,Market,2.98,120.0,18,4,3,4,Economy,Cash,4.1,4.03,3.0,90.84,0,28,2,1.83,42.19,Storm,Severe,App,0,1
CAB_00157,2025-07-08 04:16:00,Downtown,Harbor,8.05,211.7,4,8,1,3,Economy,UPI,4.6,4.72,6.4,86.71,1,39,1,1.22,53.47,Rainy,Moderate,Call Center,0,1
CAB_00158,2024-11-09 06:07:00,Old Town,Residential,12.55,257.93,6,9,5,2,Auto,Wallet,5.0,4.26,3.48,80.33,3,46,2,1.4,50.45,Rainy,Low,App,1,1
CAB_00159,2026-10-23 08:50:00,Business District,Business District,2.45,120.0,8,23,4,1,Premium,Card,4.75,4.95,2.5,69.4,1,36,1,1.33,17.41,Clear,Heavy,Website,0,0
CAB_00160,2024-08-14 00:09:00,Harbor,Harbor,7.73,128.56,0,14,2,2,Economy,UPI,4.03,4.82,5.34,78.21,2,42,0,1.0,37.6,Cloudy,Moderate,Website,0,1
CAB_00161,2025-08-20 04:25:00,Airport,Downtown,8.22,185.37,4,20,2,4,SUV,Card,5.0,4.25,8.57,99.0,1,31,1,1.5,32.54,Rainy,Moderate,Website,0,0
CAB_00162,2024-07-10 08:16:00,Harbor,Downtown,7.74,135.64,8,10,2,4,Economy,UPI,4.46,4.55,11.42,84.29,1,34,0,1.16,30.41,Cloudy,Moderate,App,0,0
CAB_00163,2026-06-29 04:12:00,Harbor,Old Town,11.71,228.1,4,29,0,4,Economy,Cash,5.0,3.54,2.0,89.26,0,32,0,1.39,46.36,Clear,Heavy,App,0,1
CAB_00164,2025-01-02 02:25:00,Business District,Harbor,14.83,334.35,2,2,3,3,Economy,UPI,5.0,4.02,5.68,68.28,1,33,0,1.0,27.36,Cloudy,Low,App,0,1
CAB_00165,2025-04-20 05:08:00,Business District,University,1.65,120.0,5,20,6,2,Auto,Card,3.77,5.0,0.5,67.28,2,30,0,1.75,42.59,Snow,Severe,App,1,1
CAB_00166,2024-11-09 06:59:00,Airport,University,12.06,229.67,6,9,5,2,Auto,Card,3.85,4.02,2.12,94.33,4,41,0,1.0,44.06,Clear,Moderate,App,1,1
CAB_00167,2026-06-08 02:03:00,Business District,Residential,8.32,164.86,2,8,0,4,Economy,UPI,5.0,4.37,4.2,83.39,4,32,2,1.61,25.29,Storm,Low,App,0,0
CAB_00168,2025-12-20 06:44:00,Market,Harbor,9.97,213.02,6,20,5,1,Auto,Wallet,4.34,3.72,2.92,73.67,1,37,2,1.0,24.41,Clear,Low,App,1,1
CAB_00169,2026-01-05 04:28:00,Downtown,Airport,18.57,444.39,4,5,0,3,SUV,Cash,4.36,4.24,7.0,70.43,2,37,2,1.78,60.87,Storm,Low,App,0,1
CAB_00170,2025-01-06 18:19:00,Old Town,Residential,7.74,175.19,18,6,0,4,Premium,Card,3.95,4.17,7.38,91.92,4,34,0,1.91,28.65,Storm,Low,Partner,0,0
CAB_00171,2025-11-25 09:00:00,Residential,Downtown,11.07,253.03,9,25,1,3,Economy,Cash,4.89,4.76,7.38,81.52,1,33,1,1.36,36.09,Cloudy,Low,App,0,0
CAB_00172,2024-02-05 05:42:00,Downtown,Old Town,6.34,129.5,5,5,0,4,Economy,UPI,4.27,4.95,8.25,84.17,2,37,2,1.0,25.33,Cloudy,Low,Website,0,1
CAB_00173,2026-11-03 11:14:00,Downtown,Harbor,9.27,184.47,11,3,1,1,SUV,Cash,5.0,4.22,7.98,46.72,3,25,0,1.39,43.3,Cloudy,Heavy,App,0,1
CAB_00174,2024-10-12 02:33:00,Residential,Business District,8.1,203.52,2,12,5,1,Economy,UPI,4.36,4.29,2.37,98.26,0,35,1,1.71,34.87,Rainy,Low,Website,1,1
CAB_00175,2025-09-02 04:29:00,Business District,Airport,8.92,246.2,4,2,1,2,SUV,Wallet,4.45,3.53,4.23,99.0,2,29,1,1.0,42.96,Cloudy,Moderate,Call Center,0,0
CAB_00176,2025-07-03 22:55:00,Old Town,Market,10.77,263.4,22,3,3,3,Auto,UPI,4.77,4.44,3.11,66.94,0,40,1,1.45,62.76,Storm,Low,Website,0,1
CAB_00177,2024-02-14 21:56:00,Airport,Old Town,3.99,120.0,21,14,2,1,Auto,Wallet,4.12,4.54,0.5,52.39,2,32,0,1.34,47.94,Clear,Severe,App,0,1
CAB_00178,2024-01-16 15:01:00,Residential,Business District,10.65,277.24,15,16,1,4,SUV,Cash,4.33,5.0,7.24,99.0,0,29,0,1.41,42.27,Clear,Heavy,Website,0,0
CAB_00179,2026-10-28 02:38:00,Harbor,Harbor,8.15,195.22,2,28,2,1,Economy,Cash,4.51,3.98,2.14,71.72,4,25,0,1.46,30.67,Cloudy,Heavy,App,0,0
CAB_00180,2025-07-19 07:41:00,Business District,Harbor,4.44,120.0,7,19,5,3,SUV,Wallet,4.2,4.16,2.94,88.14,0,34,1,1.0,38.86,Clear,Moderate,Partner,1,0
CAB_00181,2026-03-05 21:13:00,Downtown,Residential,6.41,130.83,21,5,3,4,Premium,Card,5.0,4.04,3.32,81.04,2,33,1,1.0,18.94,Clear,Low,Call Center,0,0
CAB_00182,2026-05-02 17:30:00,Downtown,Old Town,9.67,264.99,17,2,5,4,Economy,UPI,4.65,3.21,6.54,83.57,2,31,1,1.28,41.97,Cloudy,Moderate,App,1,1
CAB_00183,2025-09-14 03:08:00,Airport,Market,3.14,120.0,3,14,6,3,Economy,UPI,4.96,4.69,2.76,85.27,3,33,1,1.16,21.69,Clear,Heavy,App,1,0
CAB_00184,2025-10-24 15:53:00,Market,Market,12.3,261.48,15,24,4,4,Premium,Wallet,4.3,5.0,6.63,88.08,0,31,0,1.0,23.31,Clear,Low,App,0,0
CAB_00185,2025-02-08 12:53:00,Airport,Market,17.25,387.34,12,8,5,1,SUV,Wallet,4.71,4.05,7.81,77.29,3,31,1,1.8,62.13,Snow,Low,Call Center,1,1
CAB_00186,2026-01-07 10:46:00,Residential,Business District,14.22,299.4,10,7,2,4,Premium,Card,4.61,4.37,0.5,99.0,1,31,0,1.0,50.43,Clear,Low,App,0,0
CAB_00187,2026-11-15 18:55:00,University,Harbor,9.27,169.13,18,15,6,3,SUV,Wallet,4.42,3.65,5.33,58.17,2,32,0,1.4,28.99,Cloudy,Moderate,App,1,1
CAB_00188,2025-07-28 06:42:00,Harbor,Airport,14.8,325.8,6,28,0,1,Economy,Cash,4.15,4.28,1.2,89.09,2,31,0,1.66,49.58,Rainy,Low,Website,0,1
CAB_00189,2025-11-24 13:55:00,Residential,University,5.12,157.37,13,24,0,1,Economy,Card,4.9,4.06,7.14,86.87,4,42,1,1.55,21.41,Storm,Low,Call Center,0,1
CAB_00190,2025-03-17 05:07:00,Harbor,Old Town,1.0,120.0,5,17,0,4,Economy,Card,4.27,3.66,8.97,63.38,0,31,1,1.0,5.4,Clear,Low,Website,0,0
CAB_00191,2025-06-05 13:33:00,Business District,Residential,3.75,120.0,13,5,3,1,Premium,Wallet,4.44,4.44,8.83,65.19,1,24,1,1.23,26.38,Clear,Severe,Call Center,0,1
CAB_00192,2024-01-18 11:26:00,Downtown,University,4.15,120.0,11,18,3,2,Economy,Cash,4.51,3.05,9.48,85.05,0,35,2,1.61,47.07,Snow,Heavy,App,0,0
CAB_00193,2026-10-24 08:23:00,University,Downtown,9.03,121.87,8,24,5,3,Economy,Cash,4.58,4.72,6.93,81.46,3,33,1,1.17,23.76,Clear,Low,App,1,0
CAB_00194,2025-04-15 09:22:00,Market,Harbor,1.0,120.0,9,15,1,2,Economy,Wallet,4.88,5.0,6.27,78.61,2,35,0,1.28,19.85,Cloudy,Moderate,Partner,0,0
CAB_00195,2025-04-03 10:11:00,Residential,Old Town,17.46,373.54,10,3,3,2,Economy,Card,4.2,4.12,10.81,45.0,3,28,0,1.36,59.76,Rainy,Low,Call Center,0,1
CAB_00196,2025-08-26 01:13:00,Downtown,Airport,3.1,120.0,1,26,1,3,Economy,Cash,4.03,4.16,3.56,99.0,0,43,2,1.75,34.87,Rainy,Heavy,App,0,1
CAB_00197,2026-03-18 05:32:00,Market,University,4.25,120.0,5,18,2,1,Premium,Card,4.34,4.68,3.28,99.0,4,38,1,1.0,20.83,Cloudy,Low,App,0,0
CAB_00198,2026-10-16 22:30:00,Old Town,Residential,5.7,120.0,22,16,4,2,Economy,UPI,4.18,3.76,0.7,80.07,2,34,2,1.0,18.51,Clear,Low,Call Center,0,0
CAB_00199,2026-02-28 12:59:00,Residential,Harbor,6.93,132.32,12,28,5,2,Premium,Wallet,4.75,4.61,3.71,99.0,1,37,1,1.21,8.36,Rainy,Low,Website,1,0
CAB_00200,2024-01-17 21:26:00,Business District,Downtown,7.8,164.26,21,17,2,3,Economy,Card,5.0,3.28,4.26,82.94,0,44,1,1.0,27.6,Cloudy,Low,App,0,0
CAB_00201,2024-05-15 21:17:00,Old Town,Airport,9.63,224.41,21,15,2,2,SUV,Cash,3.86,5.0,3.55,85.52,1,37,0,1.3,49.92,Rainy,Low,App,0,1
CAB_00202,2025-01-24 08:42:00,University,Old Town,6.97,169.64,8,24,4,1,SUV,Card,4.39,4.76,2.78,63.41,3,31,2,1.36,46.27,Clear,Moderate,Partner,0,0
CAB_00203,2025-05-13 05:47:00,Downtown,Old Town,10.53,220.48,5,13,1,3,Premium,Card,4.31,4.41,7.24,82.78,1,30,1,1.42,59.86,Cloudy,Severe,Call Center,0,1
CAB_00204,2024-10-21 06:29:00,Market,Business District,6.38,123.56,6,21,0,4,Economy,Wallet,5.0,4.11,7.93,73.24,3,38,1,1.0,20.04,Cloudy,Moderate,App,0,0
CAB_00205,2025-07-24 05:04:00,Old Town,Airport,8.31,204.43,5,24,3,1,SUV,Card,4.91,4.72,3.14,83.37,0,31,1,1.0,35.46,Clear,Low,App,0,0
CAB_00206,2026-04-20 19:18:00,Harbor,Airport,8.89,173.08,19,20,0,2,Auto,Cash,4.35,5.0,5.81,65.19,2,30,1,1.28,18.43,Clear,Low,App,0,0
CAB_00207,2024-10-13 18:38:00,Airport,University,13.81,317.74,18,13,6,2,Economy,Wallet,3.84,3.85,2.83,70.18,1,35,4,1.58,65.8,Cloudy,Heavy,Website,1,1
CAB_00208,2025-07-19 00:06:00,Downtown,Old Town,1.0,120.0,0,19,5,4,SUV,Wallet,4.63,4.89,4.42,95.42,1,39,1,1.0,20.97,Clear,Moderate,App,1,0
CAB_00209,2026-04-24 02:32:00,University,Residential,10.17,210.65,2,24,4,1,Economy,Wallet,4.38,4.02,4.98,99.0,1,34,0,1.0,35.78,Cloudy,Moderate,App,0,0
CAB_00210,2025-10-16 23:36:00,Airport,Business District,11.32,255.39,23,16,3,3,Premium,Wallet,4.28,4.08,5.9,76.86,2,38,0,1.0,11.39,Clear,Low,App,0,0
CAB_00211,2024-01-17 16:54:00,Market,Harbor,17.05,339.18,16,17,2,3,SUV,Cash,4.69,4.59,6.38,75.58,0,36,1,1.85,76.25,Storm,Moderate,App,0,1
CAB_00212,2026-11-04 01:24:00,Residential,Residential,1.34,120.0,1,4,2,1,Premium,Wallet,4.69,3.99,6.47,94.71,0,34,1,1.0,5.0,Clear,Low,Website,0,0
CAB_00213,2025-01-07 20:42:00,Residential,Downtown,1.0,120.0,20,7,1,4,Premium,Card,4.42,4.81,0.5,99.0,0,25,0,1.36,29.2,Clear,Heavy,Call Center,0,0
CAB_00214,2026-12-07 23:29:00,Harbor,Old Town,12.57,250.24,23,7,0,3,Economy,Wallet,4.5,4.91,6.84,85.22,0,29,1,1.0,45.3,Cloudy,Moderate,App,0,1
CAB_00215,2025-10-06 00:14:00,Market,Old Town,12.51,258.28,0,6,0,3,Economy,Card,5.0,4.16,5.34,99.0,1,38,0,1.32,42.79,Storm,Low,Call Center,0,0
CAB_00216,2025-02-09 04:38:00,Downtown,University,17.64,395.62,4,9,6,1,Economy,Cash,4.72,3.73,5.5,90.64,1,27,0,1.27,73.94,Storm,Low,App,1,1
CAB_00217,2026-10-21 03:03:00,Downtown,Old Town,7.44,164.0,3,21,2,2,Economy,UPI,4.86,5.0,7.37,95.05,0,31,0,1.31,36.98,Clear,Heavy,App,0,0
CAB_00218,2025-04-01 04:32:00,Downtown,Business District,8.56,154.11,4,1,1,4,SUV,Cash,4.26,4.24,6.82,89.92,1,41,0,1.0,39.03,Cloudy,Low,Call Center,0,0
CAB_00219,2024-05-20 22:08:00,Business District,Harbor,14.59,337.61,22,20,0,4,Auto,UPI,4.11,4.08,7.08,73.64,2,35,1,1.97,75.3,Storm,Heavy,App,0,1
CAB_00220,2026-12-18 14:16:00,Harbor,University,5.49,120.0,14,18,4,3,Economy,Wallet,4.47,5.0,2.05,86.43,1,32,0,1.0,19.58,Clear,Low,Website,0,0
CAB_00221,2024-03-27 22:02:00,Business District,Old Town,9.64,200.02,22,27,2,1,Economy,UPI,4.08,3.81,0.5,79.48,1,28,2,1.0,33.59,Clear,Moderate,App,0,1
CAB_00222,2026-08-16 08:41:00,Downtown,University,10.26,251.08,8,16,6,3,SUV,Cash,4.67,4.42,4.62,88.51,3,32,1,1.14,28.77,Cloudy,Low,Website,1,0
CAB_00223,2025-04-12 22:14:00,Business District,University,13.25,299.52,22,12,5,1,SUV,Cash,4.11,4.35,10.06,99.0,1,37,0,1.37,48.03,Rainy,Low,Partner,1,1
CAB_00224,2024-08-04 04:24:00,Business District,Downtown,5.11,134.25,4,4,6,2,Auto,UPI,5.0,4.09,7.39,73.08,0,32,2,1.0,24.84,Cloudy,Low,App,1,0
CAB_00225,2025-07-04 19:53:00,Old Town,Old Town,4.46,120.0,19,4,4,1,SUV,Wallet,5.0,4.45,10.18,71.9,0,43,4,1.23,17.23,Clear,Low,App,0,0
CAB_00226,2025-02-06 17:15:00,Downtown,Business District,11.92,295.39,17,6,3,4,SUV,Cash,3.63,4.53,7.72,60.1,1,38,2,1.51,72.29,Clear,Severe,App,0,1
CAB_00227,2025-11-22 02:02:00,Downtown,Harbor,1.0,120.0,2,22,5,3,SUV,Wallet,4.2,3.81,10.09,90.56,0,29,2,1.15,30.44,Clear,Heavy,App,1,0
CAB_00228,2024-02-03 21:15:00,Harbor,Harbor,17.48,370.73,21,3,5,3,SUV,Wallet,5.0,4.4,11.2,94.25,0,30,1,1.0,48.59,Clear,Low,App,1,0
CAB_00229,2025-08-02 08:01:00,Airport,Downtown,15.37,366.88,8,2,5,2,Economy,Cash,3.94,4.27,2.52,78.99,2,33,0,2.03,68.84,Rainy,Moderate,App,1,1
CAB_00230,2025-06-04 20:48:00,Residential,Business District,8.64,162.91,20,4,2,2,Economy,Cash,4.73,4.79,9.62,74.97,2,36,0,1.52,45.0,Storm,Heavy,Website,0,1
CAB_00231,2024-11-07 21:52:00,Old Town,Market,9.92,191.06,21,7,3,1,Economy,UPI,4.96,3.93,3.34,74.16,1,40,0,1.89,32.14,Rainy,Low,App,0,0
CAB_00232,2026-03-02 18:28:00,Market,Airport,11.07,197.03,18,2,0,3,Economy,Wallet,5.0,4.71,8.38,91.37,0,35,2,1.24,43.64,Clear,Moderate,Partner,0,1
CAB_00233,2024-11-13 21:27:00,Harbor,Old Town,12.49,250.14,21,13,2,3,Premium,Wallet,4.8,4.13,5.55,99.0,2,25,0,1.0,38.19,Cloudy,Low,App,0,0
CAB_00234,2026-10-11 00:52:00,Residential,Market,6.28,120.0,0,11,6,1,SUV,Card,4.01,4.03,5.74,68.82,0,35,2,1.64,39.14,Rainy,Low,App,1,1
CAB_00235,2026-06-21 01:59:00,Business District,Old Town,11.38,230.24,1,21,6,2,Economy,Wallet,4.88,4.32,0.99,89.83,0,34,0,1.69,45.11,Storm,Low,App,1,0
CAB_00236,2025-01-20 15:41:00,University,Residential,11.21,216.53,15,20,0,4,Premium,Card,4.47,5.0,10.99,97.81,0,35,0,1.25,39.96,Storm,Low,App,0,0
CAB_00237,2024-04-24 21:15:00,Residential,Airport,10.51,198.19,21,24,2,1,Economy,Wallet,4.15,4.65,9.79,64.81,2,41,0,1.37,50.62,Cloudy,Heavy,App,0,1
CAB_00238,2024-12-16 23:57:00,Market,Harbor,9.21,188.53,23,16,0,1,Economy,UPI,4.85,4.31,2.32,83.99,1,41,0,1.46,38.3,Clear,Heavy,App,0,0
CAB_00239,2026-04-01 03:29:00,Harbor,Downtown,8.96,202.78,3,1,2,3,Premium,Card,4.71,4.86,3.29,72.75,2,32,1,1.83,56.69,Rainy,Heavy,Website,0,1
CAB_00240,2024-01-20 01:40:00,Downtown,Harbor,1.0,120.0,1,20,5,2,Auto,Card,3.25,4.87,5.47,47.75,1,35,0,2.39,23.6,Rainy,Severe,App,1,1
CAB_00241,2025-07-22 05:05:00,Market,Downtown,7.72,121.18,5,22,1,3,SUV,Card,4.35,4.4,6.04,88.68,2,35,1,2.11,43.87,Rainy,Heavy,Call Center,0,1
CAB_00242,2025-01-04 18:48:00,Residential,Airport,6.11,181.77,18,4,5,2,Economy,Card,4.33,3.96,2.32,56.99,0,32,1,1.91,47.77,Rainy,Moderate,Call Center,1,1
CAB_00243,2026-06-20 07:20:00,Market,Downtown,8.59,164.14,7,20,5,1,Premium,Card,4.6,4.91,6.88,85.5,1,27,2,1.24,38.78,Clear,Heavy,App,1,0
CAB_00244,2026-07-10 13:39:00,Residential,Market,6.05,161.88,13,10,4,3,Premium,Cash,3.9,3.32,5.6,99.0,1,27,0,1.0,13.88,Clear,Moderate,Website,0,0
CAB_00245,2025-04-26 04:01:00,Market,Old Town,5.19,120.0,4,26,5,2,Economy,Wallet,4.67,4.56,9.07,99.0,3,38,2,1.0,33.39,Clear,Low,Partner,1,1
CAB_00246,2026-02-08 03:46:00,University,University,13.5,360.39,3,8,6,1,Premium,Wallet,4.64,4.46,6.05,99.0,3,33,1,1.59,52.92,Storm,Moderate,App,1,1
CAB_00247,2026-03-09 19:38:00,Harbor,Downtown,9.42,187.94,19,9,0,2,Economy,Card,4.68,4.16,1.04,93.52,1,39,0,1.54,55.7,Snow,Low,App,0,0
CAB_00248,2026-09-21 08:14:00,Business District,Downtown,6.78,120.0,8,21,0,1,Premium,Wallet,4.57,4.3,0.5,90.61,1,38,2,1.11,20.55,Clear,Low,App,0,0
CAB_00249,2024-07-14 23:40:00,Airport,Airport,14.98,347.79,23,14,6,3,SUV,Wallet,4.93,5.0,7.32,82.45,2,41,1,1.0,52.96,Clear,Low,App,1,0
CAB_00250,2025-01-26 19:30:00,Business District,Residential,14.46,329.67,19,26,6,3,Economy,Cash,5.0,4.49,13.33,85.66,1,24,5,1.36,51.41,Cloudy,Low,App,1,0
CAB_00251,2026-05-13 03:43:00,Downtown,Old Town,13.84,305.14,3,13,2,1,Auto,Card,4.4,4.69,10.86,89.51,1,34,1,1.0,37.68,Clear,Low,App,0,0
CAB_00252,2026-02-23 10:09:00,Residential,Market,9.91,219.54,10,23,0,3,SUV,Cash,4.56,4.63,4.56,79.36,2,30,0,1.0,36.95,Clear,Low,App,0,1
CAB_00253,2025-04-09 00:01:00,Airport,Downtown,11.94,268.78,0,9,2,4,SUV,Card,4.77,3.48,0.75,92.95,1,32,0,1.0,55.24,Cloudy,Moderate,App,0,0
CAB_00254,2024-05-25 14:10:00,Harbor,Residential,12.01,228.06,14,25,5,3,Economy,Wallet,5.0,4.2,1.01,99.0,0,32,0,1.0,42.35,Clear,Moderate,App,1,0
CAB_00255,2024-08-08 22:33:00,Business District,Airport,5.96,120.0,22,8,3,1,SUV,UPI,3.87,4.02,10.29,79.9,1,31,1,1.0,19.93,Cloudy,Low,App,0,0
CAB_00256,2024-10-26 22:39:00,Airport,Business District,2.28,120.0,22,26,5,3,Economy,Cash,4.48,4.83,7.44,45.0,2,31,0,1.0,20.33,Cloudy,Low,App,1,1
CAB_00257,2024-10-20 00:18:00,Harbor,University,1.0,120.0,0,20,6,3,Premium,Wallet,4.78,3.73,7.1,84.34,1,32,1,1.0,6.41,Cloudy,Low,Call Center,1,0
CAB_00258,2025-11-06 15:41:00,Airport,Downtown,8.23,203.01,15,6,3,4,SUV,Wallet,4.26,4.82,4.99,72.01,0,34,1,1.3,25.16,Rainy,Low,Website,0,0
CAB_00259,2024-03-27 06:55:00,Downtown,Harbor,10.09,238.12,6,27,2,1,SUV,Card,4.82,3.82,2.42,66.74,0,35,1,1.0,54.67,Clear,Moderate,Website,0,1
CAB_00260,2024-09-06 10:28:00,Business District,Downtown,12.0,281.74,10,6,4,1,Auto,Cash,5.0,4.06,6.2,63.66,0,38,0,1.48,48.25,Cloudy,Heavy,App,0,1
CAB_00261,2024-09-18 09:10:00,University,Harbor,19.51,461.78,9,18,2,3,Economy,UPI,4.18,4.26,4.81,85.19,3,39,0,1.24,65.78,Cloudy,Low,Partner,0,1
CAB_00262,2026-06-16 00:04:00,Downtown,Business District,7.86,177.22,0,16,1,4,SUV,Wallet,4.9,3.66,7.86,82.69,3,38,1,1.0,16.17,Clear,Moderate,App,0,0
CAB_00263,2026-10-22 11:50:00,Residential,Downtown,1.03,120.0,11,22,3,2,Economy,Wallet,4.03,4.89,6.42,73.45,2,34,0,1.46,32.23,Rainy,Low,Call Center,0,1
CAB_00264,2025-10-28 14:22:00,Airport,Downtown,8.65,125.2,14,28,1,4,SUV,Cash,4.01,4.42,8.21,53.88,0,41,1,1.0,29.26,Cloudy,Low,App,0,0
CAB_00265,2025-04-04 17:30:00,Business District,University,5.13,120.0,17,4,4,2,Premium,Wallet,5.0,3.98,5.96,80.1,0,40,1,2.36,36.82,Rainy,Heavy,App,0,0
CAB_00266,2024-12-18 16:50:00,Old Town,Residential,15.18,326.13,16,18,2,3,Economy,Cash,4.51,4.78,5.58,78.53,0,50,0,1.37,65.87,Clear,Heavy,App,0,1
CAB_00267,2025-02-17 14:03:00,University,Old Town,8.35,171.6,14,17,0,1,SUV,UPI,5.0,5.0,9.52,70.2,1,33,1,1.0,41.29,Clear,Moderate,App,0,1
CAB_00268,2024-05-10 21:36:00,Market,Harbor,3.34,120.0,21,10,4,1,Economy,Wallet,5.0,4.36,4.85,88.6,0,42,1,1.0,31.3,Cloudy,Moderate,App,0,0
CAB_00269,2024-09-25 13:44:00,Business District,Airport,14.05,285.15,13,25,2,3,Auto,Cash,4.53,3.97,3.75,99.0,1,38,2,1.77,62.38,Storm,Heavy,App,0,1
CAB_00270,2024-02-16 13:24:00,University,Downtown,1.99,120.0,13,16,4,3,Economy,UPI,5.0,4.44,7.26,99.0,2,40,2,1.82,62.49,Rainy,Severe,App,0,1
CAB_00271,2025-12-17 15:19:00,University,Airport,1.0,120.0,15,17,2,2,Economy,Card,3.89,5.0,5.6,79.34,0,44,1,1.75,17.62,Storm,Low,App,0,1
CAB_00272,2024-08-13 18:12:00,Airport,Downtown,11.8,288.36,18,13,1,4,Premium,Cash,4.12,4.94,11.41,79.12,1,37,1,1.56,51.52,Rainy,Moderate,App,0,1
CAB_00273,2024-10-25 21:11:00,Airport,Downtown,3.23,120.0,21,25,4,3,Auto,UPI,5.0,5.0,0.68,74.95,0,32,0,1.0,17.0,Cloudy,Low,App,0,0
CAB_00274,2024-05-21 10:28:00,Old Town,University,2.28,120.0,10,21,1,3,Economy,Wallet,4.88,4.18,4.7,66.05,2,35,0,1.54,21.94,Storm,Low,Website,0,1
CAB_00275,2024-02-03 23:51:00,University,Harbor,1.1,120.0,23,3,5,4,Premium,Card,4.38,3.95,6.13,79.96,0,31,1,1.0,22.03,Clear,Moderate,Call Center,1,0
CAB_00276,2025-08-20 02:18:00,Downtown,Market,6.46,178.68,2,20,2,1,SUV,Cash,4.86,4.56,4.47,87.98,0,33,2,1.0,39.46,Clear,Moderate,Partner,0,0
CAB_00277,2025-12-26 16:36:00,Downtown,Harbor,11.7,263.63,16,26,4,3,SUV,Cash,4.57,3.9,0.5,69.91,1,25,1,1.38,68.04,Cloudy,Heavy,App,0,1
CAB_00278,2025-07-03 12:17:00,Residential,Business District,8.31,185.68,12,3,3,2,Economy,Wallet,3.61,4.38,8.28,89.77,1,39,0,1.33,61.55,Cloudy,Severe,App,0,1
CAB_00279,2024-02-17 03:20:00,Business District,Business District,1.95,120.0,3,17,5,3,SUV,Wallet,4.1,4.61,6.2,98.98,1,39,0,1.0,20.04,Clear,Low,Call Center,1,0
